Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
160256474,"Jun 12, 2014, 4:39:02 AM","12/06/2014 Cape Town, Western Cape, South Africa",Run,,2449,5.31,,,false,,Merrell Trail Gloves,activities/175221436.tcx.gz,31.0,,2449.0,2292.0,5316.60009765625,4.800000190734863,,219.8000030517578,,83.0,141.0,43.900001525878906,-0.01880900003015995,,,106.0,77.99369812011719,,,,,227.42608642578125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,52424.0,,,,,,,,,,,,,,,,,,,,,,,,""
160256475,"Jun 22, 2014, 6:35:00 AM","22/06/2014 Trou D'Eau Douce, Flacq, Mauritius",Run,,3039,5.67,,,false,,Merrell Trail Gloves,activities/175221438.tcx.gz,31.0,,3039.0,2283.0,5677.60009765625,4.0,,94.69999694824219,,6.0,36.0,25.100000381469727,0.4227139949798584,,,115.0,82.33419799804688,,,,,223.41531372070312,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,52424.0,,,,,,,,,,,,,,,,,,,,,,,,""
160256480,"Jun 28, 2014, 6:33:20 AM","28/06/2014 Trou D'Eau Douce, Flacq, Mauritius",Run,,2602,6.20,,,false,,Merrell Trail Gloves,activities/175221442.tcx.gz,31.0,,2602.0,2279.0,6201.2001953125,4.800000190734863,,96.0,,8.0,43.0,19.0,0.04837770015001297,,,95.0,82.35449981689453,,,,,241.72091674804688,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,52424.0,,,,,,,,,,,,,,,,,,,,,,,,""
160256483,"Jun 24, 2014, 3:57:55 AM","24/06/2014 Cap Malheureux, Rivière du Rempart, Mauritius",Run,,5537,11.54,,,false,,Merrell Trail Gloves,activities/175221441.tcx.gz,31.0,,5537.0,3834.0,11545.900390625,4.599999904632568,,63.0,,13.0,23.0,16.200000762939453,-0.03464429825544357,,,95.0,85.8196029663086,,,,,441.6200256347656,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,52424.0,,,,,,,,,,,,,,,,,,,,,,,,""
160256678,"Jul 1, 2014, 5:41:12 AM","01/07/2014 Trou D'Eau Douce, Flacq, Mauritius",Run,,4683,11.17,,,false,,Merrell Trail Gloves,activities/175221650.tcx.gz,31.0,,4683.0,3725.0,11169.400390625,4.599999904632568,,125.0,,13.0,37.0,19.899999618530273,-0.008953030221164227,,,96.0,86.10240173339844,,,,,428.8411560058594,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,52424.0,,,,,,,,,,,,,,,,,,,,,,,,""
160729923,"Jul 2, 2014, 5:45:39 AM","02/07/2014 Trou D'Eau Douce, Flacq, Mauritius",Run,,3061,8.35,,,false,,Merrell Trail Gloves,activities/175730519.tcx.gz,31.0,,3061.0,2545.0,8354.2998046875,5.0,,95.0,,14.0,63.0,25.700000762939453,0.011969899758696556,,,98.0,87.83049774169922,,,,,322.58404541015625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,52424.0,,,,,,,,,,,,,,,,,,,,,,,,""
161206921,"Jul 3, 2014, 1:20:01 PM","03/07/2014 Trou D'Eau Douce, Flacq, Mauritius",Run,,3014,10.02,,,false,,Merrell Trail Gloves,activities/176244425.tcx.gz,31.0,,3014.0,2995.0,10022.5,4.599999904632568,,76.0,,11.0,33.0,10.100000381469727,-0.06984289735555649,,,114.0,86.93589782714844,,,,,383.0009460449219,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,52424.0,,,,,,,,,,,,,,,,,,,,,,,,""
161868792,"Jul 5, 2014, 7:07:47 AM","05/07/2014 Trou D'Eau Douce, Flacq, Mauritius",Run,,3364,8.03,,,false,,,activities/176960319.tcx.gz,31.0,,3364.0,2982.0,8034.7001953125,4.5,,170.0,,13.0,39.0,27.5,-0.0497841015458107,,,106.0,82.93000030517578,,,,,313.84259033203125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
163554783,"Jul 9, 2014, 4:41:05 AM","09/07/2014 Trou D'Eau Douce, Flacq, Mauritius",Run,,2704,8.46,,,false,,,activities/178787886.tcx.gz,31.0,,2704.0,2704.0,8464.099609375,4.300000190734863,,35.70000076293945,,26.0,84.0,8.199999809265137,-0.4725840091705322,,,93.0,88.01080322265625,,,,,318.0095520019531,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
163554787,"Jul 8, 2014, 7:22:34 AM","08/07/2014 Trou D'Eau Douce, Flacq, Mauritius",Run,,2291,5.83,,,false,,,activities/178787883.tcx.gz,31.0,,2291.0,1922.0,5831.5,4.300000190734863,,55.0,,14.0,35.0,13.0,0.03429650142788887,,,117.0,87.02559661865234,,,,,224.6151123046875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
